visible_window,count,top1,top3
512,2406,0.7489609310058188,0.899833748960931
1024,2266,0.9077669902912622,0.9646954986760812
2048,2348,0.9356899488926746,0.9757240204429302
4096,5665,0.958693733451015,0.9825242718446602
