player_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
05,17252,2406,14846,1274,1631,13215,1132,0.43855421686746987,0.5295095594347464,0.8901387579145897,0.4797589907738655,0.10986124208541022,0.4704904405652535,0.8398446556920937
