source_id,count,top1,top3
gsmono_05_bn1_129_eb_comp,88,0.9659090909090909,1.0
gsmono_05_bn1_129_eb_solo,233,0.9656652360515021,0.9914163090128756
gsmono_05_bn1_147_gb_comp,97,0.8762886597938144,0.9072164948453608
gsmono_05_bn1_147_gb_solo,143,0.958041958041958,0.9790209790209791
gsmono_05_bn2_131_b_comp,179,0.9441340782122905,0.9720670391061452
gsmono_05_bn2_131_b_solo,350,0.9085714285714286,0.9742857142857143
gsmono_05_bn2_166_ab_comp,147,0.8503401360544217,0.8979591836734694
gsmono_05_bn2_166_ab_solo,337,0.9554896142433235,0.9881305637982196
gsmono_05_bn3_119_g_comp,141,0.9219858156028369,0.9858156028368794
gsmono_05_bn3_119_g_solo,331,0.945619335347432,0.972809667673716
gsmono_05_bn3_154_e_comp,129,0.9147286821705426,0.9844961240310077
gsmono_05_bn3_154_e_solo,304,0.9407894736842105,0.9835526315789473
gsmono_05_funk1_114_ab_comp,20,0.7,0.85
gsmono_05_funk1_114_ab_solo,249,0.8955823293172691,0.9678714859437751
gsmono_05_funk1_97_c_comp,2,0.5,0.5
gsmono_05_funk1_97_c_solo,251,0.9123505976095617,0.9760956175298805
gsmono_05_funk2_108_eb_comp,8,0.5,0.625
gsmono_05_funk2_108_eb_solo,321,0.9844236760124611,0.9968847352024922
gsmono_05_funk2_119_g_comp,19,0.42105263157894735,0.631578947368421
gsmono_05_funk2_119_g_solo,485,0.9690721649484536,0.9855670103092784
gsmono_05_funk3_112_c_comp,14,0.14285714285714285,0.42857142857142855
gsmono_05_funk3_112_c_solo,381,0.9868766404199475,0.994750656167979
gsmono_05_funk3_98_a_comp,13,0.46153846153846156,0.6923076923076923
gsmono_05_funk3_98_a_solo,346,0.976878612716763,0.9855491329479769
gsmono_05_jazz1_130_d_comp,9,0.4444444444444444,0.4444444444444444
gsmono_05_jazz1_130_d_solo,298,0.9496644295302014,0.9932885906040269
gsmono_05_jazz1_200_b_comp,47,0.2127659574468085,0.44680851063829785
gsmono_05_jazz1_200_b_solo,228,0.9517543859649122,0.9956140350877193
gsmono_05_jazz2_110_bb_comp,75,0.24,0.41333333333333333
gsmono_05_jazz2_110_bb_solo,374,0.9652406417112299,0.9812834224598931
gsmono_05_jazz2_187_f_comp,71,0.16901408450704225,0.3380281690140845
gsmono_05_jazz2_187_f_solo,289,0.9688581314878892,0.986159169550173
gsmono_05_jazz3_137_eb_comp,73,0.1780821917808219,0.3013698630136986
gsmono_05_jazz3_137_eb_solo,397,0.9874055415617129,0.9974811083123426
gsmono_05_jazz3_150_c_comp,33,0.2727272727272727,0.36363636363636365
gsmono_05_jazz3_150_c_solo,349,0.9656160458452722,0.997134670487106
gsmono_05_rock1_130_a_comp,18,0.6111111111111112,0.6666666666666666
gsmono_05_rock1_130_a_solo,303,0.9834983498349835,1.0
gsmono_05_rock1_90_c_comp,4,0.75,1.0
gsmono_05_rock1_90_c_solo,473,0.9281183932346723,0.9704016913319239
gsmono_05_rock2_142_d_comp,36,0.3611111111111111,0.5277777777777778
gsmono_05_rock2_142_d_solo,408,0.9264705882352942,0.9828431372549019
gsmono_05_rock2_85_f_comp,88,0.4772727272727273,0.6818181818181818
gsmono_05_rock2_85_f_solo,585,0.9572649572649573,0.9931623931623932
gsmono_05_rock3_117_bb_comp,52,0.46153846153846156,0.5961538461538461
gsmono_05_rock3_117_bb_solo,381,0.9868766404199475,0.9973753280839895
gsmono_05_rock3_148_c_comp,39,0.5641025641025641,0.7948717948717948
gsmono_05_rock3_148_c_solo,324,0.9783950617283951,0.9969135802469136
gsmono_05_ss1_100_c_comp,28,0.9642857142857143,1.0
gsmono_05_ss1_100_c_solo,269,0.9591078066914498,0.9851301115241635
gsmono_05_ss1_68_e_comp,140,0.9285714285714286,0.9785714285714285
gsmono_05_ss1_68_e_solo,377,0.9522546419098143,0.9893899204244032
gsmono_05_ss2_107_ab_comp,163,0.8588957055214724,0.8773006134969326
gsmono_05_ss2_107_ab_solo,439,0.9407744874715261,0.9840546697038725
gsmono_05_ss2_88_f_comp,33,0.9393939393939394,1.0
gsmono_05_ss2_88_f_solo,490,0.9571428571428572,0.9979591836734694
gsmono_05_ss3_84_bb_comp,94,0.9361702127659575,0.9787234042553191
gsmono_05_ss3_84_bb_solo,583,0.9536878216123499,0.9914236706689536
gsmono_05_ss3_98_c_comp,59,0.7966101694915254,0.9491525423728814
gsmono_05_ss3_98_c_solo,468,0.9658119658119658,0.9935897435897436
