player_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
05,17252,2406,14846,517,885,13961,1889,0.36875891583452214,0.21487946799667498,0.9403879832951637,0.2715336134453782,0.05961201670483632,0.785120532003325,0.8392070484581498
