player_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
05,17252,12685,4567,11995,578,3989,690,0.9540284737135131,0.9456050453291289,0.8734398948981826,0.9497980837754375,0.1265601051018174,0.05439495467087111,0.9265012752144679
