epoch,frame_loss,frame_micro_f1,frame_precision,frame_recall,harmonic_amplitude_loss,harmonic_offset_cents_loss,loss,lr,onset_loss,onset_micro_f1,onset_precision,onset_recall,val_frame_loss,val_frame_micro_f1,val_frame_precision,val_frame_recall,val_harmonic_amplitude_loss,val_harmonic_offset_cents_loss,val_loss,val_onset_loss,val_onset_micro_f1,val_onset_precision,val_onset_recall
0,0.8990538716316223,0.15371586382389069,0.08549223095178604,0.7610062956809998,0.38002878427505493,0.3057379722595215,1.3680260181427002,0.0005,0.8938268423080444,0.013071895577013493,0.00665664579719305,0.3604651093482971,0.866297721862793,0.11245353519916534,0.06135902553796768,0.6722221970558167,0.3437464237213135,0.2214784175157547,1.2493832111358643,0.7273666262626648,0.001898433780297637,0.0009528346708975732,0.25
