visible_window,count,top1,top3
512,8715,0.05966724039013196,0.1728055077452668
1024,8715,0.06173264486517498,0.17200229489386115
2048,8715,0.0657487091222031,0.1751004016064257
4096,21118,0.06506297944881144,0.181030400606118
