visible_window,count,top1,top3
512,2406,0.8042394014962594,0.9048212801330008
1024,2266,0.9148278905560459,0.9589585172109444
2048,2348,0.9416524701873935,0.9735945485519591
4096,6595,0.9587566338134951,0.9824109173616377
