epoch,auc_pr,loss,precision,recall,val_auc_pr,val_loss,val_precision,val_recall
38,0.8317632079124451,0.5494297742843628,0.7786174416542053,0.7393414974212646,0.8404732942581177,0.5212217569351196,0.7887668013572693,0.7340909242630005
39,0.833376944065094,0.5481725335121155,0.7876509428024292,0.7296327352523804,0.8409601449966431,0.5183184742927551,0.7808057069778442,0.7488636374473572
40,0.8319002389907837,0.548318088054657,0.7871614098548889,0.72984379529953,0.8409155011177063,0.5124281048774719,0.7608938813209534,0.7738636136054993
41,0.8330023884773254,0.5479452610015869,0.7823266386985779,0.7380751371383667,0.8414562344551086,0.5265495777130127,0.808041512966156,0.7079545259475708
42,0.8342925310134888,0.5472107529640198,0.7842786908149719,0.7412410378456116,0.8420889973640442,0.5214781165122986,0.8015075325965881,0.7250000238418579
43,0.8331595063209534,0.54762864112854,0.7839353680610657,0.7374419569969177,0.8427937030792236,0.5107654929161072,0.7650334239006042,0.7806817889213562
44,0.8331396579742432,0.5474493503570557,0.7855019569396973,0.7249894738197327,0.8425469398498535,0.5168853998184204,0.7917675375938416,0.7431818246841431
45,0.8350790739059448,0.5441279411315918,0.7855389714241028,0.7429295182228088,0.8428736925125122,0.5224249958992004,0.8051282167434692,0.7136363387107849
46,0.8358268737792969,0.5438343286514282,0.7882538437843323,0.7393414974212646,0.8438572883605957,0.5128089785575867,0.7858823537826538,0.7590909004211426
47,0.8354682326316833,0.5432122945785522,0.7822918891906738,0.747783899307251,0.8445420861244202,0.5097977519035339,0.7766323089599609,0.7704545259475708
48,0.8367887139320374,0.5421720147132874,0.7869662642478943,0.739130437374115,0.8437096476554871,0.5244300365447998,0.808398962020874,0.699999988079071
49,0.8352973461151123,0.5427253842353821,0.7909069657325745,0.7233009934425354,0.8449404239654541,0.5121151804924011,0.7856301665306091,0.7579545378684998
50,0.8374294638633728,0.5412006378173828,0.7865243554115295,0.746517539024353,0.8455090522766113,0.5183773040771484,0.8017676472663879,0.7215909361839294
51,0.8372989892959595,0.5397415161132812,0.7888688445091248,0.7389193773269653,0.8457720279693604,0.5177083015441895,0.8032994866371155,0.7193182110786438
52,0.8381718397140503,0.5388912558555603,0.7880017757415771,0.7374419569969177,0.846682071685791,0.512516438961029,0.7949336767196655,0.7488636374473572
53,0.8382900357246399,0.5381892919540405,0.7894973158836365,0.7425073981285095,0.8464222550392151,0.5137980580329895,0.7977941036224365,0.7397727370262146
54,0.8384296894073486,0.5377541780471802,0.7892953753471375,0.7376530170440674,0.8473327159881592,0.508870005607605,0.7854630947113037,0.7613636255264282
55,0.8385111689567566,0.5374840497970581,0.789650559425354,0.7439848184585571,0.848122775554657,0.5088953375816345,0.7931442260742188,0.762499988079071
56,0.8391419053077698,0.5357112288475037,0.7884267568588257,0.7361755967140198,0.8474099636077881,0.5248348116874695,0.8169582486152649,0.6897727251052856
57,0.8397309184074402,0.5349026322364807,0.7946327328681946,0.7374419569969177,0.8482929468154907,0.5109263062477112,0.800243616104126,0.7465909123420715
58,0.8403015732765198,0.5335286259651184,0.7919101119041443,0.7437737584114075,0.8482791185379028,0.5106891393661499,0.7995110154151917,0.7431818246841431
59,0.8396995663642883,0.5350788831710815,0.7896286249160767,0.7359645366668701,0.8493699431419373,0.5110597014427185,0.8009888529777527,0.7363636493682861
60,0.8412822484970093,0.5321143865585327,0.7913376688957214,0.7403967976570129,0.8491243124008179,0.5087864398956299,0.7976047992706299,0.7568181753158569
61,0.840171217918396,0.532926619052887,0.7952951788902283,0.7420852780342102,0.8492485284805298,0.5171900391578674,0.8123393058776855,0.7181817889213562
62,0.8418474793434143,0.530855655670166,0.7854763269424438,0.746517539024353,0.8501352667808533,0.5188072323799133,0.8148630857467651,0.7102272510528564
63,0.8424084186553955,0.5299620628356934,0.7964703440666199,0.7334318161010742,0.8505890369415283,0.5005803108215332,0.7718340754508972,0.8034090995788574
64,0.8420851826667786,0.5297217965126038,0.7879999876022339,0.7484170794487,0.8503822684288025,0.5157488584518433,0.8133848309516907,0.7181817889213562
65,0.843342661857605,0.528351366519928,0.7915917038917542,0.7431405782699585,0.8504183888435364,0.5133538842201233,0.8077889680862427,0.730681836605072
66,0.841752290725708,0.5296679735183716,0.7940312027931213,0.7412410378456116,0.8510589599609375,0.515569269657135,0.8141025900840759,0.7215909361839294
67,0.8416709899902344,0.5301646590232849,0.7941447496414185,0.7271000146865845,0.852154016494751,0.500398576259613,0.7822670936584473,0.7920454740524292
68,0.8446387648582458,0.5263497829437256,0.7913159132003784,0.7539045810699463,0.8512120246887207,0.5188685059547424,0.8147174715995789,0.7045454382896423
69,0.8445048332214355,0.525909960269928,0.7974942922592163,0.7389193773269653,0.8518618941307068,0.5087100267410278,0.8051470518112183,0.7465909123420715
70,0.8449442386627197,0.5250869393348694,0.7901617288589478,0.7526382207870483,0.8517395257949829,0.5099338889122009,0.8091697692871094,0.7420454621315002
71,0.8423985242843628,0.5277013182640076,0.79613196849823,0.738497257232666,0.8525439500808716,0.49744537472724915,0.7700534462928772,0.8181818127632141
72,0.8457158207893372,0.524918794631958,0.7933438420295715,0.7446179986000061,0.852827250957489,0.5076832175254822,0.8075980544090271,0.7488636374473572
73,0.8468565344810486,0.5225702524185181,0.7942882776260376,0.7513718605041504,0.8516531586647034,0.520187497138977,0.8154050707817078,0.6977272629737854
74,0.8464758992195129,0.5226561427116394,0.800182044506073,0.7420852780342102,0.852311372756958,0.49949946999549866,0.7864406704902649,0.7909091114997864
75,0.8475068211555481,0.5214821696281433,0.7989632487297058,0.7482060194015503,0.8527752161026001,0.5032615065574646,0.8009478449821472,0.7681818008422852
76,0.8459578156471252,0.5246146321296692,0.7891156673431396,0.7589700222015381,0.852106511592865,0.5239161252975464,0.8232876658439636,0.6829545497894287
77,0.8485330939292908,0.5199899673461914,0.7977932691574097,0.747783899307251,0.8528688549995422,0.507699191570282,0.8115763664245605,0.7488636374473572
78,0.848772406578064,0.5192591547966003,0.7991482019424438,0.7524271607398987,0.8533182740211487,0.5019094944000244,0.8007034063339233,0.7761363387107849
79,0.8490885496139526,0.5192714929580688,0.7997326850891113,0.7577036619186401,0.8530961871147156,0.5031174421310425,0.8016626834869385,0.7670454382896423
80,0.8490638136863708,0.5188435912132263,0.798292875289917,0.7501055002212524,0.8532593846321106,0.5027637481689453,0.8009478449821472,0.7681818008422852
81,0.8476325869560242,0.5194646120071411,0.7983493208885193,0.7553820013999939,0.8534790873527527,0.4993050992488861,0.7935779690742493,0.7863636612892151
82,0.8484020829200745,0.519878089427948,0.7942531108856201,0.7642465233802795,0.8526657223701477,0.5129796862602234,0.8132992386817932,0.7227272987365723
83,0.8499484658241272,0.5177189111709595,0.8013080954551697,0.7498944997787476,0.8534450531005859,0.507041335105896,0.8111801147460938,0.7420454621315002
84,0.8495315313339233,0.518159806728363,0.8010825514793396,0.7496834397315979,0.8532056212425232,0.509763240814209,0.8125786185264587,0.7340909242630005
85,0.8503597974777222,0.5172022581100464,0.7992432713508606,0.7579147219657898,0.8538116216659546,0.5020114779472351,0.8004694581031799,0.7749999761581421
86,0.8501300811767578,0.517444372177124,0.7954645752906799,0.7625580430030823,0.8525562882423401,0.5220531821250916,0.8249660730361938,0.6909090876579285
87,0.848731279373169,0.5187845826148987,0.8033310770988464,0.7431405782699585,0.8529674410820007,0.5198487639427185,0.8241610527038574,0.6977272629737854
88,0.8506991863250732,0.5166001319885254,0.7992441058158875,0.7587589621543884,0.8531275987625122,0.5131160616874695,0.8144329786300659,0.7181817889213562
89,0.8497620224952698,0.5168896913528442,0.8057259917259216,0.7484170794487,0.8531191945075989,0.509770929813385,0.8128950595855713,0.730681836605072
90,0.8509652018547058,0.5156229734420776,0.8022573590278625,0.7501055002212524,0.8531192541122437,0.5059023499488831,0.8118811845779419,0.7454545497894287
91,0.8509957194328308,0.5154770016670227,0.8025162816047668,0.7539045810699463,0.8532733917236328,0.5073007345199585,0.8114856481552124,0.7386363744735718
92,0.850968062877655,0.5155538320541382,0.7980875968933105,0.7574926018714905,0.853502094745636,0.5122812986373901,0.8151476383209229,0.7215909361839294
93,0.8513016700744629,0.5158127546310425,0.8057718873023987,0.7425073981285095,0.8537277579307556,0.5056086778640747,0.8118811845779419,0.7454545497894287
94,0.8515959978103638,0.5148584842681885,0.801935613155365,0.7520050406455994,0.8536584377288818,0.5068956017494202,0.812734067440033,0.7397727370262146
95,0.8514258861541748,0.5148999691009521,0.8004018664360046,0.7566483616828918,0.853746771812439,0.5051897764205933,0.8113440275192261,0.7477272748947144
96,0.8515576720237732,0.5146903395652771,0.801432728767395,0.7555930614471436,0.853656530380249,0.5071405172348022,0.812734067440033,0.7397727370262146
97,0.8516368865966797,0.5146951675415039,0.7994211912155151,0.7579147219657898,0.8535812497138977,0.5072469711303711,0.8125,0.7386363744735718
