pitch_midi,count,top1,top3
40,222,0.036036036036036036,0.07657657657657657
41,195,0.0,0.005128205128205128
42,412,0.0,0.0048543689320388345
43,433,0.0,0.0023094688221709007
44,550,0.007272727272727273,0.02
45,742,0.0444743935309973,0.06334231805929919
46,622,0.014469453376205787,0.05305466237942122
47,663,0.05279034690799397,0.09351432880844646
48,708,0.029661016949152543,0.07344632768361582
49,922,0.16052060737527116,0.2809110629067245
50,1187,0.016006739679865205,0.06908171861836562
51,910,0.01978021978021978,0.08351648351648351
52,1830,0.023497267759562842,0.10765027322404372
53,1920,0.0734375,0.22447916666666667
54,1190,0.007563025210084034,0.024369747899159664
55,1898,0.08429926238145416,0.1701791359325606
56,2090,0.15550239234449761,0.4215311004784689
57,1790,0.08268156424581005,0.24581005586592178
58,2224,0.11061151079136691,0.29136690647482016
59,2445,0.13987730061349693,0.2625766871165644
60,2297,0.05180670439703962,0.17544623421854594
61,2835,0.17530864197530865,0.45925925925925926
62,2336,0.11087328767123288,0.2684075342465753
63,2655,0.04331450094161959,0.15291902071563088
64,2011,0.0591745400298359,0.18050721034311287
65,2658,0.1493604213694507,0.3258088788562829
66,1434,0.012552301255230125,0.06764295676429567
67,1692,0.08274231678486997,0.2771867612293144
68,1325,0.040754716981132075,0.11471698113207547
69,1279,0.08209538702111024,0.1782642689601251
70,858,0.055944055944055944,0.15384615384615385
71,700,0.007142857142857143,0.03571428571428571
72,843,0.0711743772241993,0.17437722419928825
73,449,0.013363028953229399,0.0200445434298441
74,479,0.0,0.016701461377870562
75,185,0.0,0.0
76,143,0.0,0.0
77,111,0.0,0.018018018018018018
78,5,0.0,0.0
79,15,0.0,0.0
