epoch,active_accuracy,active_auc_pr,active_loss,active_precision,active_recall,harmonic_amplitude_loss,harmonic_offset_cents_loss,loss,lr,pitch_loss,pitch_top1,pitch_top3,val_active_accuracy,val_active_auc_pr,val_active_loss,val_active_precision,val_active_recall,val_harmonic_amplitude_loss,val_harmonic_offset_cents_loss,val_loss,val_pitch_loss,val_pitch_top1,val_pitch_top3
0,0.8992480635643005,0.9859030246734619,0.2682848870754242,0.9590729475021362,0.9069249033927917,0.05285877361893654,0.1954486221075058,0.8924224972724915,0.001,0.8341690301895142,0.6970018744468689,0.8591138124465942,0.9129329919815063,0.9892839193344116,0.24413971602916718,0.9707854986190796,0.9100817441940308,0.03878441080451012,0.12464143335819244,0.6125519275665283,0.5605381727218628,0.83329838514328,0.9197233319282532
1,0.91964191198349,0.9916414618492126,0.208067387342453,0.9733006358146667,0.9201379418373108,0.03625684976577759,0.10945338010787964,0.5176663398742676,0.001,0.47314509749412537,0.8465198278427124,0.9374015927314758,0.9217485785484314,0.9885238409042358,0.22203589975833893,0.9664140939712524,0.9267798662185669,0.03730260953307152,0.12300104647874832,0.555704653263092,0.5082022547721863,0.8513938188552856,0.9251729249954224
2,0.9242805242538452,0.992771565914154,0.19397923350334167,0.9761263728141785,0.9235517978668213,0.03517542779445648,0.10639406740665436,0.46131083369255066,0.001,0.41969192028045654,0.8619616031646729,0.9435040354728699,0.9247044324874878,0.9899246692657471,0.19845645129680634,0.9656745791435242,0.9316704869270325,0.035710658878088,0.11999890208244324,0.5367974638938904,0.494120717048645,0.8495074510574341,0.9235659837722778
3,0.9254165291786194,0.993293046951294,0.18632833659648895,0.9778585433959961,0.9233571887016296,0.034439004957675934,0.1057688295841217,0.4291411340236664,0.001,0.3890962600708008,0.8705049753189087,0.9466525316238403,0.9258971214294434,0.9895142316818237,0.20065274834632874,0.9572036862373352,0.9422902464866638,0.03500525280833244,0.11913701891899109,0.5225028991699219,0.4794307053089142,0.8567735552787781,0.9268497228622437
4,0.927431583404541,0.9937689900398254,0.1797635853290558,0.9791194796562195,0.9248076677322388,0.03391842171549797,0.10556411743164062,0.40598514676094055,0.001,0.3672812283039093,0.876006007194519,0.9495710730552673,0.9262601137161255,0.9896964430809021,0.19805583357810974,0.9584607481956482,0.9414518475532532,0.035004809498786926,0.11928457021713257,0.5235381126403809,0.48098376393318176,0.8511143922805786,0.923286497592926
5,0.9291220307350159,0.9941354393959045,0.17420516908168793,0.9801909923553467,0.9260104298591614,0.033532820641994476,0.1053193062543869,0.38686299324035645,0.001,0.34929192066192627,0.8811001777648926,0.9520827531814575,0.9210744500160217,0.9892804622650146,0.21997247636318207,0.9678835272789001,0.9243345260620117,0.03454113006591797,0.11949237436056137,0.5136525630950928,0.4667358100414276,0.8588695526123047,0.9285963773727417
6,0.9303932785987854,0.99444580078125,0.16890466213226318,0.981124997138977,0.9267886877059937,0.03308647871017456,0.1053084060549736,0.36793193221092224,0.001,0.3314438760280609,0.8849915862083435,0.9552136063575745,0.9262601137161255,0.9890326261520386,0.20305152237415314,0.9638718962669373,0.9357227683067322,0.03517025336623192,0.1199638694524765,0.5323606729507446,0.48879221081733704,0.8586599826812744,0.9283168911933899
7,0.9319079518318176,0.994761049747467,0.1633232831954956,0.982318103313446,0.9276377558708191,0.033053550869226456,0.10519149899482727,0.35107412934303284,0.001,0.3157050609588623,0.8890952467918396,0.9579552412033081,0.9278157949447632,0.9893629550933838,0.19951383769512177,0.970230758190155,0.9313212037086487,0.03395476192235947,0.1213630959391594,0.5238983631134033,0.48108434677124023,0.8567735552787781,0.9258716106414795
