release_phase,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
0.0,14438,12685,1753,11995,222,1531,690,0.9818285994925104,0.9456050453291289,0.8733599543639475,0.9633764356276605,0.1266400456360525,0.05439495467087111,0.9368333564205569
1.0,2814,0,2814,0,356,2458,0,0.0,0.0,0.8734896943852167,0.0,0.12651030561478321,0.0,0.8734896943852167
