player_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
05,19779,13615,6164,12826,815,5349,789,0.9402536470933216,0.9420492104296732,0.8677806619078521,0.941150572351042,0.13221933809214795,0.057950789570326844,0.9189038879619799
