source_id,count,top1,top3
05_BN1-129-Eb_comp_hex_cln,849,0.024734982332155476,0.0800942285041225
05_BN1-129-Eb_solo_hex_cln,243,0.0411522633744856,0.102880658436214
05_BN1-147-Gb_comp_hex_cln,544,0.16911764705882354,0.3547794117647059
05_BN1-147-Gb_solo_hex_cln,152,0.039473684210526314,0.1513157894736842
05_BN2-131-B_comp_hex_cln,1142,0.03064798598949212,0.14973730297723292
05_BN2-131-B_solo_hex_cln,371,0.03773584905660377,0.1347708894878706
05_BN2-166-Ab_comp_hex_cln,948,0.06434599156118144,0.20780590717299577
05_BN2-166-Ab_solo_hex_cln,347,0.05187319884726225,0.1729106628242075
05_BN3-119-G_comp_hex_cln,1022,0.01761252446183953,0.17123287671232876
05_BN3-119-G_solo_hex_cln,349,0.014326647564469915,0.14613180515759314
05_BN3-154-E_comp_hex_cln,1020,0.01568627450980392,0.10392156862745099
05_BN3-154-E_solo_hex_cln,305,0.01639344262295082,0.09180327868852459
05_Funk1-114-Ab_comp_hex_cln,946,0.039112050739957716,0.06871035940803383
05_Funk1-114-Ab_solo_hex_cln,293,0.05460750853242321,0.2150170648464164
05_Funk1-97-C_comp_hex_cln,979,0.005107252298263534,0.08273748723186926
05_Funk1-97-C_solo_hex_cln,286,0.0034965034965034965,0.017482517482517484
05_Funk2-108-Eb_comp_hex_cln,1279,0.0906958561376075,0.26348709929632524
05_Funk2-108-Eb_solo_hex_cln,326,0.04294478527607362,0.10122699386503067
05_Funk2-119-G_comp_hex_cln,907,0.018743109151047408,0.027563395810363836
05_Funk2-119-G_solo_hex_cln,505,0.06534653465346535,0.0891089108910891
05_Funk3-112-C#_comp_hex_cln,1140,0.05175438596491228,0.12631578947368421
05_Funk3-112-C#_solo_hex_cln,385,0.02077922077922078,0.04155844155844156
05_Funk3-98-A_comp_hex_cln,982,0.013238289205702648,0.0835030549898167
05_Funk3-98-A_solo_hex_cln,349,0.022922636103151862,0.09455587392550144
05_Jazz1-130-D_comp_hex_cln,778,0.04884318766066838,0.2352185089974293
05_Jazz1-130-D_solo_hex_cln,307,0.003257328990228013,0.03257328990228013
05_Jazz1-200-B_comp_hex_cln,866,0.03464203233256351,0.07390300230946882
05_Jazz1-200-B_solo_hex_cln,244,0.036885245901639344,0.15163934426229508
05_Jazz2-110-Bb_comp_hex_cln,1432,0.05027932960893855,0.13966480446927373
05_Jazz2-110-Bb_solo_hex_cln,522,0.0421455938697318,0.09003831417624521
05_Jazz2-187-F#_comp_hex_cln,1227,0.030969845150774247,0.13691931540342298
05_Jazz2-187-F#_solo_hex_cln,311,0.028938906752411574,0.09003215434083602
05_Jazz3-137-Eb_comp_hex_cln,1287,0.09945609945609946,0.15306915306915306
05_Jazz3-137-Eb_solo_hex_cln,415,0.06987951807228916,0.12530120481927712
05_Jazz3-150-C_comp_hex_cln,1160,0.027586206896551724,0.1939655172413793
05_Jazz3-150-C_solo_hex_cln,365,0.019178082191780823,0.052054794520547946
05_Rock1-130-A_comp_hex_cln,1692,0.01004728132387707,0.031323877068557916
05_Rock1-130-A_solo_hex_cln,320,0.00625,0.025
05_Rock1-90-C#_comp_hex_cln,1650,0.04909090909090909,0.08121212121212121
05_Rock1-90-C#_solo_hex_cln,505,0.0297029702970297,0.2495049504950495
05_Rock2-142-D_comp_hex_cln,2300,0.04826086956521739,0.14565217391304347
05_Rock2-142-D_solo_hex_cln,438,0.03881278538812785,0.1004566210045662
05_Rock2-85-F_comp_hex_cln,1822,0.04061470911086718,0.1350164654226125
05_Rock2-85-F_solo_hex_cln,638,0.03761755485893417,0.09090909090909091
05_Rock3-117-Bb_comp_hex_cln,2244,0.10338680926916222,0.24910873440285206
05_Rock3-117-Bb_solo_hex_cln,400,0.02,0.025
05_Rock3-148-C_comp_hex_cln,1258,0.003179650238473768,0.013513513513513514
05_Rock3-148-C_solo_hex_cln,332,0.0,0.018072289156626505
05_SS1-100-C#_comp_hex_cln,608,0.07894736842105263,0.2746710526315789
05_SS1-100-C#_solo_hex_cln,321,0.040498442367601244,0.1277258566978193
05_SS1-68-E_comp_hex_cln,854,0.00702576112412178,0.0351288056206089
05_SS1-68-E_solo_hex_cln,403,0.02729528535980149,0.1488833746898263
05_SS2-107-Ab_comp_hex_cln,1304,0.06441717791411043,0.18711656441717792
05_SS2-107-Ab_solo_hex_cln,454,0.07709251101321586,0.2753303964757709
05_SS2-88-F_comp_hex_cln,1147,0.13600697471665213,0.29642545771578027
05_SS2-88-F_solo_hex_cln,502,0.02390438247011952,0.07768924302788845
05_SS3-84-Bb_comp_hex_cln,1254,0.1467304625199362,0.2703349282296651
05_SS3-84-Bb_solo_hex_cln,599,0.038397328881469114,0.05676126878130217
05_SS3-98-C_comp_hex_cln,1144,0.01486013986013986,0.1145104895104895
05_SS3-98-C_solo_hex_cln,491,0.012219959266802444,0.05091649694501019
