dataset_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
guitarset_mono_mix,17252,12685,4567,12116,546,4021,569,0.9568788501026694,0.9551438707134411,0.8804466827238888,0.9560105732433819,0.11955331727611124,0.04485612928655893,0.9353698121956875
