pitch_midi,count,top1,top3
40,222,0.0945945945945946,0.38288288288288286
41,195,0.020512820512820513,0.16923076923076924
42,412,0.14805825242718446,0.2766990291262136
43,433,0.23787528868360278,0.418013856812933
44,550,0.10727272727272727,0.27454545454545454
45,742,0.15363881401617252,0.3140161725067385
46,622,0.06591639871382636,0.17041800643086816
47,663,0.11312217194570136,0.2277526395173454
48,708,0.005649717514124294,0.09463276836158192
49,922,0.16919739696312364,0.33731019522776573
50,1187,0.041280539174389216,0.12215669755686605
51,910,0.013186813186813187,0.04065934065934066
52,1830,0.022404371584699455,0.07978142076502732
53,1920,0.021875,0.0484375
54,1190,0.034453781512605045,0.09663865546218488
55,1898,0.01738672286617492,0.07534246575342465
56,2090,0.0,0.053110047846889955
57,1790,0.006145251396648044,0.0553072625698324
58,2224,0.0341726618705036,0.11690647482014388
59,2445,0.014314928425357873,0.09488752556237219
60,2297,0.00391815411406182,0.04005224205485416
61,2835,0.01728395061728395,0.0638447971781305
62,2336,0.005565068493150685,0.05008561643835616
63,2655,0.011299435028248588,0.06591337099811675
64,2011,0.018398806563898557,0.11884634510193934
65,2658,0.008653122648607976,0.12039127163280662
66,1434,0.0,0.02301255230125523
67,1692,0.002955082742316785,0.13238770685579196
68,1325,0.08981132075471698,0.1969811320754717
69,1279,0.26739640344018767,0.44956997654417513
70,858,0.14335664335664336,0.22261072261072262
71,700,0.04857142857142857,0.2042857142857143
72,843,0.08659549228944247,0.24673784104389088
73,449,0.07126948775055679,0.11581291759465479
74,479,0.04592901878914405,0.18580375782881003
75,185,0.07567567567567568,0.10810810810810811
76,143,0.11188811188811189,0.22377622377622378
