dataset_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
guitarset_mono_mix,19779,13615,6164,12888,759,5405,727,0.944383380962849,0.9466030113845024,0.8768656716417911,0.9454918934781015,0.12313432835820895,0.05339698861549761,0.9248698114161484
