release_phase,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
0.0,15368,13615,1753,12888,174,1579,727,0.9866789159393661,0.9466030113845024,0.9007415858528237,0.9662255875848109,0.09925841414717627,0.05339698861549761,0.9413716814159292
1.0,4411,0,4411,0,585,3826,0,0.0,0.0,0.8673770120154161,0.0,0.132622987984584,0.0,0.8673770120154161
