visible_window,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
512,2406,2406,0,2405,0,0,1,1.0,0.9995843724023276,0.0,0.9997921430056121,0.0,0.00041562759767248546,0.9995843724023276
1024,2266,2266,0,2262,0,0,4,1.0,0.9982347749338041,0.0,0.9991166077738516,0.0,0.00176522506619594,0.9982347749338041
2048,2348,2348,0,2331,0,0,17,1.0,0.9927597955706985,0.0,0.9963667450309894,0.0,0.007240204429301534,0.9927597955706985
4096,10232,5665,4567,5080,528,4039,585,0.905848787446505,0.8967343336275375,0.8843880008758485,0.9012685176971524,0.11561199912415152,0.10326566637246248,0.891223612197029
