player_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
05,17252,2406,14846,1264,1328,13518,1142,0.4876543209876543,0.5253532834580216,0.9105482958372626,0.5058023209283713,0.08945170416273744,0.4746467165419784,0.8568281938325991
