dataset_id,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
guitarset_mono_mix,17252,12685,4567,12078,528,4039,607,0.9581151832460733,0.9521482065431612,0.8843880008758485,0.9551223755486141,0.11561199912415152,0.047851793456838786,0.9342105263157895
