release_phase,count,positives,negatives,tp,fp,tn,fn,precision,recall,specificity,f1,false_positive_rate,false_negative_rate,accuracy
0.0,14438,12685,1753,12078,193,1560,607,0.9842718604840681,0.9521482065431612,0.8899030233884769,0.9679435807020357,0.11009697661152311,0.047851793456838786,0.9445906635268043
1.0,2814,0,2814,0,335,2479,0,0.0,0.0,0.8809523809523809,0.0,0.11904761904761904,0.0,0.8809523809523809
