pitch_midi,count,top1,top3
40,85,0.8352941176470589,0.9529411764705882
41,44,0.5454545454545454,0.9318181818181818
42,88,0.5340909090909091,0.5909090909090909
43,110,0.7454545454545455,0.8818181818181818
44,108,0.7314814814814815,0.8055555555555556
45,129,0.8682170542635659,0.9457364341085271
46,159,0.660377358490566,0.7987421383647799
47,211,0.8246445497630331,0.8909952606635071
48,110,0.6909090909090909,0.8181818181818182
49,202,0.905940594059406,0.9702970297029703
50,227,0.8722466960352423,0.9383259911894273
51,166,0.8975903614457831,0.9397590361445783
52,255,0.9254901960784314,0.9725490196078431
53,163,0.8711656441717791,0.9631901840490797
54,274,0.9124087591240876,0.9744525547445255
55,234,0.8034188034188035,0.8675213675213675
56,355,0.9323943661971831,0.9746478873239437
57,335,0.8477611940298507,0.9253731343283582
58,297,0.9494949494949495,0.9831649831649831
59,726,0.8663911845730028,0.9462809917355371
60,499,0.9418837675350702,0.969939879759519
61,840,0.9404761904761905,0.9702380952380952
62,684,0.9166666666666666,0.9692982456140351
63,636,0.9559748427672956,0.9811320754716981
64,697,0.9526542324246772,0.9799139167862266
65,817,0.9596083231334149,0.9902080783353733
66,473,0.9323467230443975,0.9661733615221987
67,719,0.9457579972183588,0.9888734353268428
68,580,0.9396551724137931,0.9741379310344828
69,488,0.9590163934426229,0.9815573770491803
70,533,0.9587242026266416,0.9831144465290806
71,333,0.963963963963964,0.987987987987988
72,511,0.9804305283757339,0.9980430528375733
73,201,0.9800995024875622,0.9950248756218906
74,263,0.9505703422053232,0.973384030418251
75,90,0.9777777777777777,0.9777777777777777
76,43,1.0,1.0
