frame,time_s,calibrated,visible_window,detected_onset,onset_confidence,rms_dbfs,active_probability,raw_pitch,stable_active,stable_pitch,transition_score,transition_veto,retrigger,inference_ms,loop_ms
0,0.005804988662131519,0,4096,0,0.0,-97.29235200308943,,,,,,,,,0.7923999999999154
1,0.011609977324263039,0,4096,0,0.2280827657955032,-96.04878903049143,,,,,,,,,0.8475000000007782
2,0.017414965986394557,0,4096,0,0.0,-96.51857380658345,,,,,,,,,0.8781999999989409
3,0.023219954648526078,0,4096,0,0.0,-97.92982462984386,,,,,,,,,1.3677999999988089
4,0.029024943310657598,0,4096,0,0.0,-96.73658462938218,,,,,,,,,0.9703999999999269
5,0.034829931972789115,0,4096,0,0.0,-96.04878903049143,,,,,,,,,0.7801000000000613
6,0.040634920634920635,0,4096,0,0.0,-95.68297888648334,,,,,,,,,2.532099999999815
7,0.046439909297052155,0,4096,0,0.0,-96.81175663155918,,,,,,,,,2.3881000000010033
8,0.052244897959183675,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.4848000000000638
9,0.058049886621315196,0,4096,0,0.0,-95.86203353190663,,,,,,,,,0.9636999999997897
10,0.06385487528344672,0,4096,0,0.0,-97.12617372141175,,,,,,,,,0.912599999999486
11,0.06965986394557823,0,4096,0,0.0,-96.44826950478262,,,,,,,,,0.7568000000013342
12,0.07546485260770976,0,4096,0,0.0,-96.96612043264099,,,,,,,,,0.8666000000001617
13,0.08126984126984127,0,4096,0,0.0,-97.64509419330474,,,,,,,,,0.7745000000003444
14,0.08707482993197278,0,4096,0,0.0,-97.55418651162195,,,,,,,,,0.816500000000886
15,0.09287981859410431,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.3951999999992637
16,0.09868480725623582,0,4096,0,0.0,-96.04878903049143,,,,,,,,,0.8692000000003475
17,0.10448979591836735,0,4096,0,0.0,-97.46514278371254,,,,,,,,,0.8151999999999049
18,0.11029478458049886,0,4096,0,0.0,-97.64509419330474,,,,,,,,,1.2313999999999936
19,0.11609977324263039,0,4096,0,0.0,-95.98564066195814,,,,,,,,,0.8750000000006253
20,0.1219047619047619,0,4096,0,0.0,-96.8882527379592,,,,,,,,,0.8148999999999518
21,0.12770975056689343,0,4096,0,0.0,-96.59003495889704,,,,,,,,,1.924000000000703
22,0.13351473922902493,0,4096,0,0.0,-95.68297888648334,,,,,,,,,0.8832999999999203
23,0.13931972789115646,0,4096,0,0.0,-96.81175663155918,,,,,,,,,0.901100000000099
24,0.14512471655328799,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.2860000000003424
25,0.1509297052154195,0,4096,0,0.0,-95.86203353190663,,,,,,,,,1.0554000000002617
26,0.156734693877551,0,4096,0,0.0,-97.12617372141175,,,,,,,,,0.8422000000010144
27,0.16253968253968254,0,4096,0,0.0,-96.44826950478262,,,,,,,,,2.5957000000005337
28,0.16834467120181407,0,4096,0,0.0,-96.96612043264099,,,,,,,,,1.170100000001284
29,0.17414965986394557,0,4096,0,0.0,-97.64509419330474,,,,,,,,,1.0946000000000566
30,0.1799546485260771,0,4096,0,0.0,-97.55418651162195,,,,,,,,,1.9296000000004199
31,0.18575963718820862,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.0465000000010605
32,0.19156462585034015,0,4096,0,0.0,-96.04878903049143,,,,,,,,,0.9601000000003523
33,0.19736961451247165,0,4096,0,0.0,-97.46514278371254,,,,,,,,,1.8705000000007743
34,0.20317460317460317,0,4096,0,0.0,-97.64509419330474,,,,,,,,,1.0284000000009286
35,0.2089795918367347,0,4096,0,0.0,-95.98564066195814,,,,,,,,,1.1050000000007998
36,0.2147845804988662,0,4096,0,0.0,-96.8882527379592,,,,,,,,,1.3482000000006877
37,0.22058956916099773,0,4096,0,0.0,-96.59003495889704,,,,,,,,,0.9608000000014272
38,0.22639455782312926,0,4096,0,0.0,-95.68297888648334,,,,,,,,,0.8907999999987481
39,0.23219954648526078,0,4096,0,0.0,-96.81175663155918,,,,,,,,,1.9600000000004059
40,0.23800453514739228,0,4096,0,0.0,-96.44826950478262,,,,,,,,,3.549700000000655
41,0.2438095238095238,0,4096,0,0.0,-95.86203353190663,,,,,,,,,3.1578999999997137
42,0.24961451247165534,0,4096,0,0.0,-97.12617372141175,,,,,,,,,1.9746999999998849
43,0.25541950113378686,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.8546999999990987
44,0.2612244897959184,0,4096,0,0.0,-96.96612043264099,,,,,,,,,9.271699999999328
45,0.26702947845804986,0,4096,0,0.0,-97.64509419330474,,,,,,,,,1.2754000000008148
46,0.2728344671201814,0,4096,0,0.0,-97.55418651162195,,,,,,,,,1.1358000000001311
47,0.2786394557823129,0,4096,0,0.0,-96.44826950478262,,,,,,,,,4.040700000000896
48,0.28444444444444444,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.9484999999992425
49,0.29024943310657597,0,4096,0,0.0,-97.46514278371254,,,,,,,,,1.037399999999522
50,0.2960544217687075,0,4096,0,0.0,-97.64509419330474,,,,,,,,,3.8824000000001746
51,0.301859410430839,0,4096,0,0.0,-95.98564066195814,,,,,,,,,5.8893000000015405
52,0.3076643990929705,0,4096,0,0.0,-96.8882527379592,,,,,,,,,0.8588999999989966
53,0.313469387755102,0,4096,0,0.0,-96.59003495889704,,,,,,,,,0.940299999999894
54,0.31927437641723355,0,4096,0,0.0,-95.68297888648334,,,,,,,,,1.2476000000010146
55,0.3250793650793651,0,4096,0,0.0,-96.81175663155918,,,,,,,,,0.8824000000000609
56,0.3308843537414966,0,4096,0,0.0,-96.44826950478262,,,,,,,,,0.7099000000003741
57,0.33668934240362813,0,4096,0,0.0,-95.86203353190663,,,,,,,,,0.7037999999983668
58,0.34249433106575966,0,4096,0,0.0,-97.12617372141175,,,,,,,,,0.7616999999999763
59,0.34829931972789113,0,4096,0,0.0,-96.44826950478262,,,,,,,,,0.782400000000294
60,0.35410430839002266,0,4096,0,0.0,-96.96612043264099,,,,,,,,,1.8474000000008317
61,0.3599092970521542,0,4096,0,0.0,-97.64509419330474,,,,,,,,,0.9357999999988209
62,0.3657142857142857,0,4096,0,0.0,-97.55418651162195,,,,,,,,,0.8759000000004846
63,0.37151927437641724,0,4096,0,0.0,-96.44826950478262,,,,,,,,,2.2771999999999792
64,0.37732426303854877,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.1828999999998757
65,0.3831292517006803,0,4096,0,0.0,-97.46514278371254,,,,,,,,,0.9653000000007239
66,0.38893424036281177,0,4096,0,0.0,-97.64509419330474,,,,,,,,,1.3402999999989618
67,0.3947392290249433,0,4096,0,0.0,-95.98564066195814,,,,,,,,,0.9373999999997551
68,0.4005442176870748,0,4096,0,0.0,-96.8882527379592,,,,,,,,,0.8455000000004986
69,0.40634920634920635,0,4096,0,0.0,-96.59003495889704,,,,,,,,,2.6401000000007
70,0.4121541950113379,0,4096,0,0.0,-95.68297888648334,,,,,,,,,1.4082000000001926
71,0.4179591836734694,0,4096,0,0.0,-96.81175663155918,,,,,,,,,0.9477999999987219
72,0.42376417233560093,0,4096,0,0.0,-96.44826950478262,,,,,,,,,1.1945000000004313
73,0.4295691609977324,0,4096,0,0.0,-95.86203353190663,,,,,,,,,1.3263999999999498
74,0.43537414965986393,0,4096,0,0.0,-97.12617372141175,,,,,,,,,0.9210999999993419
75,0.44117913832199546,0,4096,0,0.0,-96.44826950478262,,,,,,,,,2.312699999999168
76,0.446984126984127,0,4096,0,0.0,-96.96612043264099,,,,,,,,,1.1335999999992907
