frame,time_s,calibrated,visible_window,detected_onset,onset_confidence,rms_dbfs,active_probability,raw_pitch,stable_active,stable_pitch,transition_score,transition_veto,retrigger,inference_ms,loop_ms,queue_delay_ms,queue_depth
22,0.13351473922902493,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.6098999999982766,2.5524000000007874,1
23,0.13931972789115646,0,4096,0,0.0,-96.243937670594,,,,,,,,,1.3699999999996493,4.253600000000191,0
24,0.14512471655328799,0,4096,0,0.0,-96.17790898892383,,,,,,,,,1.9390999999995273,0.2371000000014334,2
25,0.1509297052154195,0,4096,0,0.0,-96.66269167130112,,,,,,,,,1.326999999999856,2.209099999999964,1
26,0.156734693877551,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.2585999999998876,3.582800000000219,0
27,0.16253968253968254,0,4096,0,0.0,-96.04878903049143,,,,,,,,,2.237100000000325,0.14810000000053947,2
28,0.16834467120181407,0,4096,0,0.0,-96.81175663155918,,,,,,,,,1.5249999999991104,1.802400000000759,1
29,0.17414965986394557,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.4734999999994614,3.3437000000002826,0
30,0.1799546485260771,0,4096,0,0.0,-97.46514278371254,,,,,,,,,1.1403000000012042,0.28249999999907516,2
31,0.18575963718820862,0,4096,0,0.0,-97.04540980062914,,,,,,,,,0.838100000001063,1.4254000000004652,1
32,0.19156462585034015,0,4096,0,0.0,-97.29235200308943,,,,,,,,,2.12850000000131,2.2793999999990433,0
33,0.19736961451247165,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.8491000000011582,0.29330000000094003,2
34,0.20317460317460317,0,4096,0,0.0,-96.51857380658345,,,,,,,,,0.6328999999993812,2.1105000000005703,1
35,0.2089795918367347,0,4096,0,0.0,-97.92982462984386,,,,,,,,,0.4649000000007675,2.7366999999998143,0
36,0.2147845804988662,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.4929999999999666,0.2434000000004488,2
37,0.22058956916099773,0,4096,0,0.0,-96.59003495889704,,,,,,,,,1.3139000000013112,1.7411999999996652,1
38,0.22639455782312926,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.1796999999997837,3.085199999999233,0
39,0.23219954648526078,0,4096,0,0.0,-96.243937670594,,,,,,,,,3.0216000000002907,0.1241999999983534,2
40,0.23800453514739228,0,4096,0,0.0,-96.17790898892383,,,,,,,,,1.3950000000004792,2.784699999999418,1
41,0.2438095238095238,0,4096,0,0.0,-96.66269167130112,,,,,,,,,1.1979000000010842,4.177399999999665,0
42,0.24961451247165534,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.860300000000592,0.1611999999990843,2
43,0.25541950113378686,0,4096,0,0.0,-96.04878903049143,,,,,,,,,2.1919999999990836,2.0577999999993324,1
44,0.2612244897959184,0,4096,0,0.0,-96.81175663155918,,,,,,,,,1.493899999999826,3.883000000000081,0
45,0.26702947845804986,0,4096,0,0.0,-96.73658462938218,,,,,,,,,0.8803000000003891,0.21609999999938623,2
46,0.2728344671201814,0,4096,0,0.0,-97.46514278371254,,,,,,,,,0.61979999999906,1.0774999999991763,1
47,0.2786394557823129,0,4096,0,0.0,-97.04540980062914,,,,,,,,,0.6246000000000862,1.722199999999674,0
48,0.28444444444444444,0,4096,0,0.0,-97.29235200308943,,,,,,,,,1.4070999999997724,0.22270000000013113,2
49,0.29024943310657597,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.4476999999999407,1.6722999999991828,1
50,0.2960544217687075,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.126700000000369,3.3095000000002983,0
51,0.301859410430839,0,4096,0,0.0,-97.92982462984386,,,,,,,,,3.38830000000101,0.20229999999976656,2
52,0.3076643990929705,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.5490000000006887,3.675799999999896,1
53,0.313469387755102,0,4096,0,0.0,-96.59003495889704,,,,,,,,,1.291200000000714,4.724000000001283,0
54,0.31927437641723355,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.6204000000001884,0.22009999999994534,2
55,0.3250793650793651,0,4096,0,0.0,-96.243937670594,,,,,,,,,1.408099999999024,1.9310000000007932,1
56,0.3308843537414966,0,4096,0,0.0,-96.17790898892383,,,,,,,,,1.353899999999797,3.434599999998511,0
57,0.33668934240362813,0,4096,0,0.0,-96.66269167130112,,,,,,,,,1.6239999999996257,0.20439999999943836,2
58,0.34249433106575966,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.9863000000004405,1.923299999999628,1
59,0.34829931972789113,0,4096,0,0.0,-96.04878903049143,,,,,,,,,2.693199999999507,4.05280000000019,0
60,0.35410430839002266,0,4096,0,0.0,-96.81175663155918,,,,,,,,,1.8975000000001074,0.21779999999971267,2
61,0.3599092970521542,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.6193999999991604,2.1714999999993267,1
62,0.3657142857142857,0,4096,0,0.0,-97.46514278371254,,,,,,,,,1.4082999999995849,3.8634000000001834,0
63,0.37151927437641724,0,4096,0,0.0,-97.04540980062914,,,,,,,,,1.0993999999993065,0.28320000000015,2
64,0.37732426303854877,0,4096,0,0.0,-97.29235200308943,,,,,,,,,1.2167000000005146,1.3927000000002465,1
65,0.3831292517006803,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.4604000000009165,2.6806000000014762,0
66,0.38893424036281177,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.712599999999398,0.32489999999896213,2
67,0.3947392290249433,0,4096,0,0.0,-97.92982462984386,,,,,,,,,1.4604999999985324,2.067700000001338,1
68,0.4005442176870748,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.565999999998624,3.6064000000006757,0
69,0.40634920634920635,0,4096,0,0.0,-96.59003495889704,,,,,,,,,1.596899999999124,0.30120000000088964,2
70,0.4121541950113379,0,4096,0,0.0,-96.51857380658345,,,,,,,,,0.7222000000002282,1.8943999999994077,1
71,0.4179591836734694,0,4096,0,0.0,-96.243937670594,,,,,,,,,0.5635000000001611,2.634999999999721,0
72,0.42376417233560093,0,4096,0,0.0,-96.17790898892383,,,,,,,,,1.5273000000011194,0.24190000000068324,2
73,0.4295691609977324,0,4096,0,0.0,-96.66269167130112,,,,,,,,,1.3060999999989775,1.7849999999999255,1
74,0.43537414965986393,0,4096,0,0.0,-96.51857380658345,,,,,,,,,1.2243999999999033,3.1455999999998596,0
75,0.44117913832199546,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.3519999999989096,0.22930000000087603,2
76,0.446984126984127,0,4096,0,0.0,-96.81175663155918,,,,,,,,,1.1019000000001,1.5812999999997857,1
77,0.4527891156462585,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.0574999999999335,2.7098999999992657,0
78,0.45859410430839004,0,4096,0,0.0,-97.46514278371254,,,,,,,,,1.0049000000016406,0.12779999999956715,2
79,0.46439909297052157,0,4096,0,0.0,-97.04540980062914,,,,,,,,,0.5418999999999841,0.5983999999994438,1
80,0.47020408163265304,0,4096,0,0.0,-97.29235200308943,,,,,,,,,0.36029999999875884,1.1156000000003274,0
81,0.47600907029478456,0,4096,0,0.0,-96.04878903049143,,,,,,,,,1.5318000000004162,0.21489999999957377,2
82,0.4818140589569161,0,4096,0,0.0,-96.51857380658345,,,,,,,,,0.6710999999999245,1.8686999999992793,1
83,0.4876190476190476,0,4096,0,0.0,-97.92982462984386,,,,,,,,,0.4163999999988732,2.5706999999997038,0
84,0.49342403628117915,0,4096,0,0.0,-96.73658462938218,,,,,,,,,1.5666000000003066,0.23800000000129273,2
85,0.4992290249433107,0,4096,0,0.0,-96.59003495889704,,,,,,,,,0.6429999999983949,1.8829000000000207,1
86,0.5050340136054422,0,4096,0,1.0,-56.942726525338934,,,,,,,,,0.4547000000005852,2.541600000000699,0
87,0.5108390022675737,0,4096,0,1.0,-60.21244392913701,,,,,,,,,2.2570000000001755,0.18170000000061748,2
88,0.5166439909297053,0,4096,0,1.0,-66.15722505769885,,,,,,,,,1.8138000000007537,2.509799999998563,1
89,0.5224489795918368,0,4096,0,1.0,-64.84978040272348,,,,,,,,,1.7406999999991513,4.462600000000094,0
90,0.5282539682539683,0,4096,0,1.0,-66.43814158410858,,,,,,,,,0.570100000000906,0.16880000000085715,2
91,0.5340589569160997,0,4096,0,1.0,-68.95950265333475,,,,,,,,,0.8680999999999273,0.7341000000007369,1
92,0.5398639455782313,0,4096,0,1.0,-74.95137379259715,,,,,,,,,0.4970000000010799,1.6241999999984102,0
93,0.5456689342403628,0,4096,0,1.0,-71.04138035165637,,,,,,,,,1.6618000000008237,0.7664000000016102,2
94,0.5514739229024943,0,4096,0,1.0,-68.44048612285019,,,,,,,,,1.1430000000007823,2.437600000000373,1
95,0.5572789115646258,0,4096,0,1.0,-62.858913709180975,,,,,,,,,0.8189999999999031,3.6506000000002814,0
96,0.5630839002267574,0,4096,0,1.0,-56.885957457116376,,,,,,,,,0.6263999999998049,0.14119999999984145,2
97,0.5688888888888889,0,4096,0,1.0,-54.32562869563773,,,,,,,,,0.4592999999992742,0.7847999999999189,1
98,0.5746938775510204,0,4096,0,1.0,-56.080560357252125,,,,,,,,,0.3200999999997123,1.269399999999976,0
99,0.5804988662131519,0,4096,0,1.0,-54.617618487467425,,,,,,,,,0.9680999999996942,0.21619999999877848,2
100,0.5863038548752835,0,4096,0,1.0,-55.66655910438545,,,,,,,,,0.40890000000004534,1.1838999999991273,1
101,0.592108843537415,0,4096,0,1.0,-54.563598371128556,,,,,,,,,1.60059999999973,18.235600000000574,0
102,0.5979138321995465,0,4096,0,1.0,-57.53416655388773,,,,,,,,,2.0756999999989034,0.1937999999999107,2
103,0.603718820861678,0,4096,0,1.0,-58.99456306207627,,,,,,,,,2.1607999999986305,2.40439999999964,1
104,0.6095238095238096,0,4096,0,1.0,-58.18524680494666,,,,,,,,,1.3360999999996181,4.662800000000189,0
105,0.615328798185941,0,4096,0,1.0,-62.76535779856409,,,,,,,,,1.6926999999995473,0.18739999999972667,2
106,0.6211337868480725,0,4096,0,1.0,-65.97440853714173,,,,,,,,,1.2202000000005597,1.8826999999994598,1
107,0.626938775510204,0,4096,0,1.0,-65.70264648097091,,,,,,,,,1.0481000000002183,2.698599999998663,0
108,0.6327437641723356,0,4096,0,1.0,-64.86530081803579,,,,,,,,,0.9624999999999773,0.19589999999958252,2
109,0.6385487528344671,0,4096,0,1.0,-67.62370574641761,,,,,,,,,0.43890000000068596,1.220599999999905,1
110,0.6443537414965986,0,4096,0,1.0,-68.87418184692073,,,,,,,,,0.9513999999999356,1.689600000000624,0
111,0.6501587301587302,0,4096,0,1.0,-74.79751390479686,,,,,,,,,1.5447000000001765,0.20439999999943836,2
112,0.6559637188208617,0,4096,0,1.0,-76.40884662149901,,,,,,,,,2.2358000000011202,1.820600000000283,1
113,0.6617687074829932,0,4096,0,1.0,-73.68574671779498,,,,,,,,,1.1310000000008813,4.178900000001207,0
114,0.6675736961451247,0,4096,0,1.0,-73.57063018777299,,,,,,,,,2.0828999999995546,0.23129999999937922,2
115,0.6733786848072563,0,4096,0,1.0,-76.7501790872341,,,,,,,,,1.545899999999989,2.337199999999484,1
116,0.6791836734693878,0,4096,0,1.0,-78.21062973698754,,,,,,,,,1.4409999999998035,3.020600000001039,0
117,0.6849886621315193,0,4096,0,1.0,-80.20296035032277,,,,,,,,,2.214100000001551,0.3305999999998477,2
118,0.6907936507936508,0,4096,0,1.0,-77.96944989926321,,,,,,,,,1.1115999999997683,2.7759000000013856,1
119,0.6965986394557823,0,4096,0,1.0,-79.22700336917144,,,,,,,,,0.9844999999994997,3.9762000000003184,0
120,0.7024036281179138,0,4096,0,1.0,-81.0745449303781,,,,,,,,,0.990999999999076,0.16550000000137288,2
121,0.7082086167800453,0,4096,0,1.0,-80.05326033750093,,,,,,,,,0.45369999999955724,1.1890000000001066,1
122,0.7140136054421768,0,4096,0,1.0,-77.33765845596515,,,,,,,,,0.5246999999997115,1.6572000000003584,0
123,0.7198185941043084,0,4096,0,1.0,-77.35395060128684,,,,,,,,,2.592899999999787,0.3161000000009295,2
124,0.7256235827664399,0,4096,0,1.0,-75.92847585322177,,,,,,,,,0.5468999999997948,2.8729999999992373,1
125,0.7314285714285714,0,4096,0,0.6830334509322993,-82.14276741562543,,,,,,,,,0.48030000000132134,3.4214999999999662,0
126,0.737233560090703,0,4096,0,0.8040799948821171,-80.94890081093044,,,,,,,,,0.9193999999990154,0.1499999999996504,2
127,0.7430385487528345,0,4096,0,1.0,-80.59059828564193,,,,,,,,,0.5725000000005309,1.115599999998551,1
128,0.748843537414966,0,4096,0,1.0,-81.46822861023813,,,,,,,,,0.4409000000009655,1.7249999999986443,0
129,0.7546485260770975,0,4096,0,1.0,-80.36143804830716,,,,,,,,,0.8345999999992415,0.23979999999923507,2
130,0.7604535147392291,0,4096,0,1.0,-78.37701886401555,,,,,,,,,0.4197999999995261,1.0656999999998362,1
131,0.7662585034013606,0,4096,0,1.0,-76.68414827073755,,,,,,,,,0.4065000000004204,1.4681000000003053,0
132,0.7720634920634921,0,4096,0,1.0,-72.45117652155679,,,,,,,,,2.1124999999990735,0.2879000000000076,2
133,0.7778684807256235,0,4096,0,1.0,-66.63520105305001,,,,,,,,,1.5101000000008469,3.872300000001161,1
134,0.7836734693877551,0,4096,0,1.0,-63.42479092343701,,,,,,,,,1.4692000000007255,5.48760000000037,0
135,0.7894784580498866,0,4096,0,1.0,-57.69627450027394,,,,,,,,,0.9073999999991145,0.12049999999952377,2
136,0.7952834467120181,0,4096,0,1.0,-54.51654888172151,,,,,,,,,1.511799999999397,1.07520000000072,1
137,0.8010884353741496,0,4096,0,1.0,-54.00135901588708,,,,,,,,,0.6992000000014542,2.652699999998731,0
138,0.8068934240362812,0,4096,0,1.0,-52.95554492357455,,,,,,,,,3.3809000000015743,0.2867999999995874,2
139,0.8126984126984127,0,4096,0,1.0,-53.33646588317984,,,,,,,,,1.9898000000004856,2.8714999999994717,1
140,0.8185034013605442,0,4096,0,1.0,-50.71577575517864,,,,,,,,,1.388500000000903,4.905700000000124,0
141,0.8243083900226758,0,4096,0,1.0,-54.27231528280881,,,,,,,,,1.5129999999992094,0.36109999999922593,2
142,0.8301133786848073,0,4096,0,1.0,-59.59909744420094,,,,,,,,,0.4980000000003315,1.8269000000010749,1
143,0.8359183673469388,0,4096,0,1.0,-64.54422307111966,,,,,,,,,0.38319999999991694,2.32379999999921,0
144,0.8417233560090703,0,4096,0,1.0,-67.72123498790339,,,,,,,,,0.5026000000007969,0.2432999999992802,2
145,0.8475283446712019,0,4096,0,1.0,-69.59359088048464,,,,,,,,,0.2905000000001934,0.754199999999372,1
146,0.8533333333333334,0,4096,0,1.0,-71.12081948186407,,,,,,,,,0.3241000000002714,1.0660999999991816,0
147,0.8591383219954648,0,4096,0,1.0,-73.93063368739908,,,,,,,,,0.8581999999996981,0.29739999999911504,2
148,0.8649433106575963,0,4096,0,1.0,-74.83006242051778,,,,,,,,,0.9671999999998349,1.228099999998733,1
149,0.8707482993197279,0,4096,0,1.0,-74.3057053873584,,,,,,,,,0.4959000000006597,2.255599999999802,0
150,0.8765532879818594,0,4096,0,1.0,-73.43403136496735,,,,,,,,,1.126199999999855,0.275799999998938,2
151,0.8823582766439909,0,4096,0,1.0,-77.83782878652721,,,,,,,,,0.8322999999990088,1.4303999999984995,1
152,0.8881632653061224,0,4096,0,1.0,-74.82670055254454,,,,,,,,,0.5798000000005743,2.300599999999875,0
153,0.893968253968254,0,4096,0,1.0,-76.44562925683294,,,,,,,,,1.4742999999999284,0.1297999999998467,2
154,0.8997732426303855,0,4096,0,1.0,-76.04701653430277,,,,,,,,,0.6132999999994837,1.6370000000005547,1
155,0.905578231292517,0,4096,0,1.0,-75.95454002375887,,,,,,,,,0.4553999999998837,1.8158000000010333,0
156,0.9113832199546485,0,4096,0,1.0,-69.16222766744566,,,,,,,,,0.5388000000010607,0.2288999999997543,2
157,0.9171882086167801,0,4096,0,1.0,-63.72943379199199,,,,,,,,,0.3504999999996983,0.8224999999999483,1
158,0.9229931972789116,0,4096,0,1.0,-57.60971878444341,,,,,,,,,0.28730000000010136,1.151200000000685,0
159,0.9287981859410431,0,4096,0,1.0,-56.23280434772796,,,,,,,,,1.2214999999997644,0.22169999999910317,2
160,0.9346031746031747,0,4096,0,1.0,-56.85406465322287,,,,,,,,,0.9844999999994997,1.4716999999997427,1
161,0.9404081632653061,0,4096,0,1.0,-57.8849989328789,,,,,,,,,0.9531999999996543,2.489900000000489,0
162,0.9462131519274376,0,4096,0,1.0,-56.93237646106712,,,,,,,,,1.53120000000051,0.26259999999922456,2
163,0.9520181405895691,0,4096,0,1.0,-58.59469084262743,,,,,,,,,1.2398999999998495,1.7864999999996911,1
164,0.9578231292517007,0,4096,0,1.0,-55.87668505142264,,,,,,,,,1.0218000000001837,3.0631000000003183,0
165,0.9636281179138322,0,4096,0,1.0,-60.14595847038284,,,,,,,,,1.0048999999998642,0.28970000000150264,2
166,0.9694331065759637,0,4096,0,1.0,-58.700677247900714,,,,,,,,,0.7959999999993528,1.2626000000004467,1
167,0.9752380952380952,0,4096,0,1.0,-62.63375071528383,,,,,,,,,0.5855000000014599,2.088900000000393,0
168,0.9810430839002268,0,4096,0,1.0,-59.777744761707766,,,,,,,,,1.443000000000083,0.2499000000000251,2
169,0.9868480725623583,0,4096,0,1.0,-59.212669198214634,,,,,,,,,0.7529000000001673,1.704300000000103,1
170,0.9926530612244898,0,4096,0,1.0,-61.22093950945509,,,,,,,,,0.44459999999979516,2.4823000000004924,0
171,0.9984580498866213,1,4096,0,1.0,-62.30837510544016,0.0015453316736966372,64,0,-1,,0,0,4.601400000000311,7.828299999999899,0.16369999999987783,2
172,1.0042630385487528,1,4096,0,0.424758321647514,-65.7231350862479,0.001346407923847437,64,0,-1,,0,0,3.1218000000006185,4.538000000000153,7.714499999998736,4
173,1.0100680272108844,1,512,1,1.0,-66.2782444562879,0.04007590562105179,53,0,-1,,0,0,4.3333000000007615,5.627900000000352,12.284600000000978,3
174,1.0158730158730158,1,512,0,0.0,-69.20240795901982,0.027377184480428696,59,0,-1,,0,0,5.288900000000041,6.296999999999997,9.737200000000001,2
175,1.0216780045351475,1,512,0,0.0,-77.06482773499677,0.02281687967479229,59,0,-1,,0,0,3.5431999999993025,4.496599999999518,16.103300000001042,1
176,1.0274829931972789,1,1024,0,0.0,-76.04447392878956,0.020157117396593094,59,0,-1,,0,0,3.937199999999308,4.937299999999922,20.6306000000005,0
177,1.0332879818594105,1,1024,0,0.0,-77.98829876275877,0.019300520420074463,59,0,-1,,0,0,5.270700000000517,8.119899999998736,0.3533999999998372,2
178,1.039092970521542,1,2048,0,0.0,-79.84710438967512,0.017108924686908722,59,0,-1,,0,0,3.7103999999992254,5.465799999999632,8.529100000000511,4
179,1.0448979591836736,1,2048,0,0.0,-78.01022645648274,0.01830453611910343,59,0,-1,,0,0,5.691999999999808,7.266800000000018,14.082600000000056,3
180,1.050702947845805,1,2048,0,0.0,-78.68098107725255,0.019003968685865402,59,0,-1,,0,0,3.459299999999388,4.5655,8.895000000000763,2
181,1.0565079365079366,1,2048,0,0.0,-78.83045498512378,0.019625825807452202,59,0,-1,,0,0,6.2616000000002,8.305000000000007,13.514299999998869,1
182,1.062312925170068,1,4096,0,0.0,-81.10093016225001,0.00181580800563097,53,0,-1,,0,0,2.90309999999927,4.208099999999604,21.965599999999696,0
183,1.0681179138321995,1,4096,0,0.0,-80.06126495683714,0.0020383193623274565,53,0,-1,,0,0,2.7932999999986663,4.605999999999,0.32049999999905765,2
184,1.073922902494331,1,4096,0,0.0,-78.90593819467631,0.002118780044838786,59,0,-1,,0,0,4.224499999999409,5.247999999999919,4.920699999999556,4
185,1.0797278911564625,1,4096,0,0.0,-77.45476639270923,0.0024220000486820936,59,0,-1,,0,0,2.788300000000632,3.462999999999994,10.219799999999779,3
186,1.0855328798185941,1,4096,0,0.0,-77.8764134887391,0.0023826872929930687,59,0,-1,,0,0,3.5737999999998493,4.293099999999939,8.620800000000983,2
187,1.0913378684807256,1,4096,0,0.0,-80.11609117829309,0.0026049541775137186,59,0,-1,,0,0,3.0178999999996847,3.796699999998765,12.916999999999845,1
188,1.0971428571428572,1,4096,0,0.0,-79.91784108735118,0.0026105165015906096,59,0,-1,,0,0,4.7864000000004125,7.257700000000256,16.79350000000035,3
189,1.1029478458049886,1,4096,0,0.0,-74.55726694323103,0.0025948146358132362,59,0,-1,,0,0,3.50519999999932,4.354900000000939,6.164000000000058,2
190,1.1087528344671203,1,4096,0,0.0,-73.93454122537139,0.002655628602951765,59,0,-1,,0,0,3.026400000001317,3.7895999999992824,10.52659999999861,1
191,1.1145578231292517,1,4096,0,0.0,-71.22828170326721,0.0026518828235566616,59,0,-1,,0,0,5.444699999999969,6.300399999998874,14.3810000000002,0
192,1.1203628117913833,1,4096,0,0.0,-73.50852217386218,0.0026823990046977997,59,0,-1,,0,0,4.067899999999014,5.205699999999425,0.23619999999979768,2
193,1.1261678004535147,1,4096,0,0.0,-75.2994364509888,0.0026631904765963554,59,0,-1,,0,0,5.913599999999519,7.391700000001222,5.479699999998644,1
194,1.1319727891156464,1,4096,0,0.0,-79.11603391454557,0.0026252565439790487,59,0,-1,,0,0,5.1451000000000136,7.297899999999302,13.057500000000388,3
195,1.1377777777777778,1,4096,0,0.0,-79.42448854957442,0.0026186900213360786,59,0,-1,,0,0,3.375800000000595,4.40649999999998,2.9581000000007407,2
196,1.1435827664399092,1,4096,0,0.0,-85.66241013160705,0.0026062154211103916,59,0,-1,,0,0,4.839700000001557,5.7448000000004384,7.3942000000002395,1
197,1.1493877551020408,1,4096,0,0.0,-85.57028228154644,0.002597224898636341,59,0,-1,,0,0,4.611800000001054,6.450100000000347,13.272100000000009,3
198,1.1551927437641722,1,4096,0,0.0,-87.85662118094564,0.002611999399960041,59,0,-1,,0,0,8.31140000000019,9.9266999999994,4.438200000000947,2
199,1.1609977324263039,1,4096,0,0.0,-90.44207058239596,0.0026069805026054382,59,0,-1,,0,0,7.114800000000088,9.624199999999306,14.544000000000779,4
200,1.1668027210884353,1,4096,0,0.0,-91.90492640292644,0.002612507436424494,59,0,-1,,0,0,6.127700000000402,8.018699999999157,24.302099999999882,3
201,1.172607709750567,1,4096,0,0.0,-90.90299974677376,0.002608843380585313,59,0,-1,,0,0,3.953499999999721,6.045699999999599,17.49769999999984,2
202,1.1784126984126984,1,4096,0,0.0,-85.97608384483992,0.0026065874844789505,59,0,-1,,0,0,3.5522999999990645,4.945200000001648,23.571000000000453,4
203,1.18421768707483,1,4096,0,0.0,-79.98974902822735,0.002621665596961975,59,0,-1,,0,0,5.708199999999053,7.175099999999546,28.57239999999983,6
204,1.1900226757369614,1,4096,0,0.0,-81.69329319627265,0.002610414521768689,59,0,-1,,0,0,4.165499999999156,5.631799999999743,11.390099999999848,5
205,1.195827664399093,1,4096,0,0.0,-82.02533334506937,0.0025776990223675966,59,0,-1,,0,0,4.902200000000079,6.477499999999026,17.0464999999993,4
206,1.2016326530612245,1,4096,0,0.0,-82.71150933644623,0.002607834991067648,59,0,-1,,0,0,6.292900000000046,8.81099999999968,23.528600000000566,6
207,1.207437641723356,1,4096,0,0.0,-78.62536503867832,0.0026210721116513014,59,0,-1,,0,0,3.940099999999447,5.039699999999314,25.171399999999622,5
208,1.2132426303854875,1,4096,0,0.0,-74.00111601308967,0.002637258730828762,59,0,-1,,0,0,3.918500000001046,5.25299999999973,30.23419999999888,4
209,1.2190476190476192,1,4096,0,0.0,-70.80895094887394,0.0026345131918787956,59,0,-1,,0,0,3.003500000000159,3.8129000000015623,35.56020000000082,3
210,1.2248526077097506,1,4096,0,0.22660933641397898,-69.90197501347285,0.002655802760273218,59,0,-1,,0,0,3.3394000000015467,4.55059999999996,22.396900000000386,5
211,1.230657596371882,1,4096,0,0.0,-68.13433663070712,0.0026192229706794024,59,0,-1,,0,0,7.66160000000049,8.554500000000687,26.960299999998938,4
212,1.2364625850340136,1,4096,0,0.0,-70.25299218824965,0.002640932332724333,59,0,-1,,0,0,7.148700000000119,9.180799999999323,35.62670000000168,6
213,1.242267573696145,1,4096,0,0.0,-71.58532447360935,0.0026176488026976585,59,0,-1,,0,0,8.649700000001204,11.805900000000591,22.515300000000238,8
214,1.2480725623582767,1,4096,0,0.0,-70.5023485134966,0.002648651134222746,59,0,-1,,0,0,4.0285000000004345,5.396499999999804,34.36860000000053,7
215,1.253877551020408,1,4096,0,0.0,-73.10376387606507,0.00263919192366302,59,0,-1,,0,0,7.331399999999988,10.140599999999722,39.849000000000245,9
216,1.2596825396825397,1,4096,0,0.0,-74.46485823744928,0.0026241943705826998,59,0,-1,,0,0,8.675500000000724,10.9572,33.08569999999911,8
217,1.2654875283446712,1,4096,0,0.0,-74.03139090035657,0.0026426331605762243,59,0,-1,,0,0,5.070699999999206,10.194700000001333,44.2393999999986,7
218,1.2712925170068028,1,4096,0,0.0,-71.98059902000463,0.0026463496033102274,59,0,-1,,0,0,5.415799999999749,6.528100000000592,54.505100000000084,9
